PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;102;1;1;28102001_1_38;2018;9;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;6;28102001_6_48;2018;9;1;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V
28;102;1;7;28102001_7_8;2018;9;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2018;9;1;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;3;V
28;102;1;10;28102001_10_49;2018;9;1;4;V;20;V;21;V;23;V;23;V;33;V;27;V;11;V;36;V;23;V;16;V;18;V;29;V;27;V;29;V;32;V;27;V;25;V;28;V;25;V;25;V;27;V;30;V;31;V
28;102;1;12;28102001_12_8;2018;9;1;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;4;V;4;V;4;V;5;V;4;V;4;V;5;V
28;102;1;14;28102001_14_6;2018;9;1;82;V;81;V;79;V;77;V;73;V;70;V;67;V;66;V;71;V;81;V;89;V;95;V;103;V;116;V;124;V;133;V;137;V;135;V;132;V;131;V;133;V;130;V;128;V;107;V
28;123;2;7;28123002_7_8;2018;9;1;2;V;1;V;1;V;1;V;1;V;3;V;4;V;6;V;7;V;4;V;2;V;3;V;3;V;2;V;2;V;1;V;2;V;1;V;2;V;25;V;48;V;34;V;11;V;3;V
28;123;2;8;28123002_8_8;2018;9;1;11;V;11;V;11;V;12;V;12;V;19;V;24;V;21;V;19;V;14;V;9;V;13;V;12;V;9;V;9;V;8;V;13;V;10;V;37;V;105;V;113;V;103;V;74;V;46;V
28;123;2;10;28123002_10_49;2018;9;1;12;V;13;V;13;V;16;V;12;V;15;V;18;V;12;V;17;V;19;V;21;V;21;V;21;V;23;V;26;V;29;V;31;V;30;V;32;V;43;V;49;V;61;V;55;V;32;V
28;123;2;12;28123002_12_8;2018;9;1;13;V;13;V;13;V;14;V;15;V;23;V;30;V;30;V;30;V;21;V;13;V;18;V;16;V;11;V;12;V;10;V;15;V;12;V;39;V;143;V;186;V;155;V;90;V;51;V
28;123;2;14;28123002_14_8;2018;9;1;55;V;53;V;50;V;47;V;45;V;38;V;34;V;39;V;49;V;66;V;86;V;93;V;105;V;124;V;134;V;127;V;126;V;128;V;100;V;30;V;5;V;2;V;33;V;43;V
28;123;2;14;28123002_14_6;2018;9;1;59;V;56;V;53;V;50;V;47;V;40;V;36;V;42;V;53;V;74;V;94;V;102;V;114;V;133;V;142;V;133;V;132;V;134;V;105;V;32;V;5;V;3;V;36;V;45;V
28;13;2;7;28013002_7_8;2018;9;1;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;1;V;1;V
